iter	Logloss
0	0.6860230826
1	0.6799202021
2	0.6732317817
3	0.6670760149
4	0.661005711
5	0.6544600719
6	0.6491425761
7	0.6429004772
8	0.6367727429
9	0.6295922993
10	0.623752389
11	0.6180651101
12	0.6132959036
13	0.608130699
14	0.6025094705
15	0.5965093015
16	0.5907081141
17	0.5867587388
18	0.5827863109
19	0.5784346396
20	0.5747414634
21	0.5699340873
22	0.5660419125
23	0.5611686998
24	0.5571474066
25	0.5523107718
26	0.5474372303
27	0.5435966293
28	0.539814592
29	0.534999171
30	0.5306314167
31	0.5264851752
32	0.5232833669
33	0.518557287
34	0.5142950645
35	0.5103243214
36	0.5068335606
37	0.5037855024
38	0.5003784597
39	0.4971944028
40	0.4940955809
41	0.4907439333
42	0.4876924892
43	0.484357264
44	0.4812715043
45	0.4777516523
46	0.4743573796
47	0.4713419946
48	0.4686842519
49	0.466319064
50	0.4641132848
51	0.4611818043
52	0.4575335797
53	0.4543070536
54	0.4515079884
55	0.4488476621
56	0.4470681011
57	0.444561807
58	0.4413904865
59	0.4398515439
60	0.4373831918
61	0.4349780195
62	0.4319600766
63	0.4296332995
64	0.4274622942
65	0.4257745762
66	0.4239055888
67	0.4224921032
68	0.4210593877
69	0.4187040912
70	0.4163585962
71	0.4142339426
72	0.4118336101
73	0.4096855777
74	0.4071167707
75	0.4054591195
76	0.4031949573
77	0.4014622719
78	0.3994943205
79	0.397503003
80	0.3964555667
81	0.3943880643
82	0.3928476737
83	0.390852191
84	0.3893407402
85	0.3878087009
86	0.3864771468
87	0.3849482592
88	0.3834205466
89	0.3816805309
90	0.3800939256
91	0.3788281415
92	0.3776218494
93	0.376240282
94	0.3744385339
95	0.3728555003
96	0.3710868323
97	0.3693926632
98	0.3678926794
99	0.3667432216
100	0.3657265874
101	0.3640291864
102	0.3629315396
103	0.3613451001
104	0.3600569227
105	0.3588453307
106	0.3572879044
107	0.3560589894
108	0.3545834136
109	0.3532963172
110	0.3521750591
111	0.3507747061
112	0.3496483609
113	0.3484945583
114	0.3474325057
115	0.346026558
116	0.3448587899
117	0.3434361721
118	0.3420400459
119	0.3404883404
120	0.3394362876
121	0.3382788136
122	0.3379000298
123	0.3368330523
124	0.3358791251
125	0.3347643686
126	0.3338707335
127	0.3326814954
128	0.3317938051
129	0.3309145255
130	0.3299489812
131	0.3285568155
132	0.3274252969
133	0.3268121891
134	0.3259548226
135	0.3247748485
136	0.3239239351
137	0.3229980067
138	0.3219723384
139	0.3210227651
140	0.3202896146
141	0.3193483422
142	0.318178259
143	0.3178872976
144	0.3172927156
145	0.3168325045
146	0.3161638559
147	0.3154987725
148	0.3146986339
149	0.3139995696
150	0.3133320088
151	0.3123037571
152	0.3114413626
153	0.3106401385
154	0.3098204686
155	0.3089237579
156	0.3081661922
157	0.3073040383
158	0.3067383805
159	0.3061656613
160	0.3056961644
161	0.3048788026
162	0.3039987201
163	0.3032688742
164	0.3027261889
165	0.3020476483
166	0.3013499844
167	0.3007430694
168	0.2999628831
169	0.2994746453
170	0.2990222711
171	0.2980557345
172	0.2975436933
173	0.2970209739
174	0.2964175281
175	0.2956656704
176	0.2951703823
177	0.2946317377
178	0.2938233861
179	0.2930794317
180	0.2926149871
181	0.2919236824
182	0.2912110878
183	0.2905955548
184	0.2902123333
185	0.2895482532
186	0.2889449709
187	0.2887323824
188	0.2883738239
189	0.2877022368
190	0.2872681804
191	0.2865108175
192	0.2859768206
193	0.2854840706
194	0.2848729186
195	0.2843122311
196	0.283885991
197	0.2838097736
198	0.2833019208
199	0.2829322876
200	0.2824409276
201	0.2820628979
202	0.2815890768
203	0.2810047278
204	0.2804021496
205	0.2798912321
206	0.2795199214
207	0.2790518517
208	0.278360118
209	0.2778113125
210	0.2772975596
211	0.276834417
212	0.2759513719
213	0.2755229012
214	0.2750736445
215	0.2746189141
216	0.2742047689
217	0.2737877787
218	0.273306046
219	0.2728491879
220	0.2723989534
221	0.2720098122
222	0.2716003947
223	0.2712135655
224	0.2707999854
225	0.270329979
226	0.2699088016
227	0.2695912125
228	0.2691695624
229	0.2689416154
230	0.2683667115
231	0.2680384388
232	0.2674585191
233	0.2670169028
234	0.2666570621
235	0.2658018265
236	0.2652565707
237	0.2648923102
238	0.2646503606
239	0.2643885845
240	0.263749661
241	0.2632108249
242	0.2627329408
243	0.2622062673
244	0.2616419909
245	0.2611475273
246	0.2606246938
247	0.2603027731
248	0.2599402317
249	0.2595251506
250	0.258975186
251	0.258349921
252	0.2577253666
253	0.2573669967
254	0.2569674219
255	0.2567112491
256	0.2564171352
257	0.2559765975
258	0.2556160315
259	0.2553395908
260	0.2551028175
261	0.2546724078
262	0.2542473786
263	0.2539305082
264	0.2534262819
265	0.2530737581
266	0.2528235477
267	0.2525061807
268	0.252008002
269	0.2517840986
270	0.2513701703
271	0.2508702806
272	0.250502894
273	0.2499482143
274	0.2495302254
275	0.2492001794
276	0.2488106127
277	0.2485325446
278	0.2481721365
279	0.2477136787
280	0.2475192392
281	0.2473124229
282	0.2470421072
283	0.2467403253
284	0.2464739121
285	0.2462399244
286	0.2458369024
287	0.245577556
288	0.2451253159
289	0.2446752263
290	0.2442720853
291	0.2439214148
292	0.2435593515
293	0.2431141071
294	0.2428337105
295	0.2423981894
296	0.2422148492
297	0.2419029297
298	0.241645695
299	0.2412367137
300	0.2408208791
301	0.2406278928
302	0.2401871188
303	0.2399120692
304	0.2395660575
305	0.2392039621
306	0.238751523
307	0.238280517
308	0.2377847718
309	0.2373681504
310	0.2369330884
311	0.2365226309
312	0.2360881601
313	0.2359350591
314	0.2358020767
315	0.2355765456
316	0.2352750819
317	0.2350317865
318	0.2346415032
319	0.2342036434
320	0.2339496776
321	0.2336102408
322	0.2331333454
323	0.2327275692
324	0.2323000021
325	0.2322039101
326	0.2318566182
327	0.2317034118
328	0.2315112552
329	0.2311148241
330	0.2308296734
331	0.2305275411
332	0.2301810253
333	0.2298890375
334	0.2295559401
335	0.2293385743
336	0.2290565706
337	0.2286638913
338	0.2281885233
339	0.2279021137
340	0.2275861595
341	0.2273186688
342	0.2267406915
343	0.2265181698
344	0.2260878293
345	0.2257778915
346	0.2255711421
347	0.2254051111
348	0.2251119779
349	0.2247725345
350	0.2244780978
351	0.2241664832
352	0.2238155431
353	0.2236516295
354	0.2234185993
355	0.2230104153
356	0.2226507158
357	0.2224139137
358	0.2220864466
359	0.2216647325
360	0.2214252617
361	0.2211693822
362	0.2209708044
363	0.2209235679
364	0.2206868999
365	0.2203967429
366	0.2199213527
367	0.2196787072
368	0.2196600468
369	0.2193853592
370	0.219208902
371	0.2188194394
372	0.218594711
373	0.2184404121
374	0.2181866788
375	0.2177446992
376	0.217507437
377	0.2173427836
378	0.2171068904
379	0.2168446706
380	0.2164151627
381	0.2160938429
382	0.2157057754
383	0.2154816879
384	0.2153270302
385	0.2151219227
386	0.2146341177
387	0.2145687936
388	0.2143560719
389	0.2140381119
390	0.21394374
391	0.2135597265
392	0.2133788019
393	0.2132291668
394	0.2129926833
395	0.2125874389
396	0.2123993168
397	0.2120639846
398	0.2119314128
399	0.2116827553
400	0.2113378174
401	0.2109153081
402	0.2107320679
403	0.2105005344
404	0.2101659638
405	0.2098388544
406	0.20967257
407	0.2094445187
408	0.209269225
409	0.2089846221
410	0.2087675085
411	0.2085948511
412	0.2083719733
413	0.2080351431
414	0.2077089023
415	0.2074917537
416	0.2073338227
417	0.2072173595
418	0.2070499246
419	0.2068913343
420	0.2065955903
421	0.2064622702
422	0.2061713435
423	0.2059683048
424	0.2057352858
425	0.2055659939
426	0.2052881405
427	0.2050294461
428	0.2047009236
429	0.2044748302
430	0.2042414052
431	0.2040086448
432	0.2038402512
433	0.20364718
434	0.2034398361
435	0.2032138981
436	0.203067299
437	0.2028757911
438	0.2027225556
439	0.2025020626
440	0.2022910477
441	0.2020797589
442	0.2018895595
443	0.2015888532
444	0.2013685581
445	0.2010977187
446	0.2009654172
447	0.2007554723
448	0.2006833825
449	0.2004725133
450	0.2002352608
451	0.1999957186
452	0.1997860264
453	0.199613116
454	0.1993703105
455	0.1991682445
456	0.1989081203
457	0.1987032973
458	0.1985499673
459	0.1984469524
460	0.1982250058
461	0.19804283
462	0.1976551817
463	0.1974104655
464	0.1971923766
465	0.1970314281
466	0.196748818
467	0.1964347509
468	0.1961969473
469	0.1959915435
470	0.1958827165
471	0.1956014175
472	0.1954344479
473	0.195111786
474	0.1949245163
475	0.1947072561
476	0.1944698442
477	0.1943195325
478	0.1941291163
479	0.1938402956
480	0.1938032249
481	0.1937547971
482	0.1935069497
483	0.1933994561
484	0.1932212658
485	0.192914437
486	0.1926071586
487	0.1922074852
488	0.1920191781
489	0.1918442149
490	0.1917483748
491	0.1914173167
492	0.1913603541
493	0.1911126305
494	0.1908684486
495	0.1906390635
496	0.1903868306
497	0.1903062595
498	0.1901561162
499	0.1899360305
500	0.1895299075
501	0.1892413728
502	0.1889775028
503	0.1888544824
504	0.1887139387
505	0.1885016588
506	0.1882023897
507	0.1879613112
508	0.1878172444
509	0.1876099152
510	0.1874763896
511	0.1871698469
512	0.1870061503
513	0.1865469194
514	0.1863475569
515	0.1861469923
516	0.1861174327
517	0.1858810626
518	0.1856419938
519	0.1854812825
520	0.1853050134
521	0.1851871684
522	0.1849862114
523	0.1848687079
524	0.1845140614
525	0.184343083
526	0.1842337091
527	0.1841188881
528	0.1839760658
529	0.1837779031
530	0.1835145573
531	0.1833788097
532	0.1831144439
533	0.1828531575
534	0.1826950676
535	0.1826148149
536	0.182312732
537	0.1820524976
538	0.1818952927
539	0.1816595922
540	0.1814894391
541	0.18129502
542	0.1810476724
543	0.1807562743
544	0.180561348
545	0.1804555531
546	0.1803576956
547	0.1802949547
548	0.1800561535
549	0.1798230429
550	0.1797119495
551	0.1796942733
552	0.1795025665
553	0.1793127887
554	0.179092042
555	0.1788505981
556	0.1786930168
557	0.1785816899
558	0.1783557827
559	0.1781800745
560	0.1779181552
561	0.17778015
562	0.1775891377
563	0.1773385442
564	0.177140188
565	0.1770291712
566	0.1767253421
567	0.1765970173
568	0.176345021
569	0.1760696626
570	0.1759670736
571	0.1757840728
572	0.1755591638
573	0.1753196911
574	0.1751647665
575	0.1749722543
576	0.1747760322
577	0.1745881145
578	0.1743716602
579	0.1741183883
580	0.173944052
581	0.1738401667
582	0.1737102644
583	0.1735997714
584	0.1734272442
585	0.1731829251
586	0.1729824185
587	0.1728014528
588	0.1727034737
589	0.1725251004
590	0.1722442172
591	0.1720534968
592	0.1718973925
593	0.1717456648
594	0.1717251018
595	0.1713657512
596	0.1712574078
597	0.1710848026
598	0.1708430904
599	0.1706831625
600	0.1704987702
601	0.1703868192
602	0.170227254
603	0.1698896534
604	0.1696035797
605	0.1692816453
606	0.1690143221
607	0.1689075667
608	0.1686436773
609	0.1685395996
610	0.1684159181
611	0.1683209857
612	0.1681646902
613	0.1679470204
614	0.1677416071
615	0.1676274345
616	0.1674592319
617	0.167227
618	0.167077556
619	0.1669411937
620	0.1667589685
621	0.1665688286
622	0.1664537927
623	0.1663343015
624	0.1662625134
625	0.1661622217
626	0.1659726767
627	0.1658296727
628	0.1656941894
629	0.1653895155
630	0.1652366673
631	0.1649827882
632	0.1648528044
633	0.1646838905
634	0.1645849747
635	0.1644267744
636	0.1642864253
637	0.1640556192
638	0.1639013854
639	0.1637089069
640	0.1635193266
641	0.1633661912
642	0.1630777395
643	0.162900421
644	0.162838305
645	0.1626800045
646	0.1625614308
647	0.1623220432
648	0.1622122613
649	0.1620023315
650	0.1618343976
651	0.161727475
652	0.1614776236
653	0.1612967768
654	0.1612016641
655	0.1610608511
656	0.1608171031
657	0.1607016505
658	0.1605856584
659	0.160388376
660	0.160258782
661	0.1600199002
662	0.1598309034
663	0.1596140496
664	0.1594601581
665	0.1593162135
666	0.1592536798
667	0.1590184499
668	0.1588082458
669	0.1587194599
670	0.1585067425
671	0.1582883286
672	0.158209145
673	0.1579980424
674	0.1578357028
675	0.1577016201
676	0.1576033192
677	0.1574535585
678	0.1572573882
679	0.1571090053
680	0.1568401912
681	0.1566704452
682	0.1565872354
683	0.1562955242
684	0.1561217029
685	0.1559378994
686	0.1558851714
687	0.1556110793
688	0.155274447
689	0.1551658866
690	0.1550790783
691	0.1549145478
692	0.1546382591
693	0.1544832273
694	0.1543724654
695	0.154302727
696	0.1541145821
697	0.1539630752
698	0.153758629
699	0.1536983469
700	0.1535720828
701	0.1533841652
702	0.1532789109
703	0.1531632276
704	0.1530263172
705	0.1527531796
706	0.1525159289
707	0.1523357316
708	0.1520935101
709	0.151998719
710	0.1517714016
711	0.1516530817
712	0.1514990307
713	0.151358014
714	0.1512720175
715	0.1510829328
716	0.1508752652
717	0.1508129772
718	0.1506336484
719	0.1504911503
720	0.1503614645
721	0.1502041582
722	0.1500950155
723	0.1498972996
724	0.1498054746
725	0.1496116743
726	0.1494937009
727	0.1492418739
728	0.1490525421
729	0.1489152576
730	0.1487409582
731	0.1485359387
732	0.1484005437
733	0.1482294323
734	0.1479729112
735	0.1478474675
736	0.1477921082
737	0.1476573061
738	0.1475784195
739	0.1474711842
740	0.1472525058
741	0.1471328129
742	0.1469506519
743	0.1467702618
744	0.1466856203
745	0.1465457196
746	0.1464682475
747	0.1462429843
748	0.1460584494
749	0.1458107549
750	0.1455950379
751	0.1453543795
752	0.1452667479
753	0.1450598412
754	0.1448300885
755	0.1447587997
756	0.1446647292
757	0.1444904288
758	0.1443331977
759	0.1442210211
760	0.144179952
761	0.1440547006
762	0.1438502521
763	0.1437511138
764	0.1436271452
765	0.1433988754
766	0.1432560266
767	0.1431101507
768	0.1429427818
769	0.1427096489
770	0.1425724659
771	0.1424142988
772	0.1422966738
773	0.1420633715
774	0.1418328083
775	0.141823073
776	0.1415578036
777	0.1414697718
778	0.1413197795
779	0.1411293736
780	0.1410176517
781	0.1409351223
782	0.1408407346
783	0.1406642033
784	0.1405051632
785	0.1403862412
786	0.1402137741
787	0.1400971358
788	0.1400225515
789	0.1399479933
790	0.1398093463
791	0.1395774361
792	0.1394943691
793	0.1392960766
794	0.1391859713
795	0.1391002544
796	0.1389920252
797	0.1389402456
798	0.1388129749
799	0.1386847786
800	0.1385899566
801	0.1385384863
802	0.1383901444
803	0.1381799516
804	0.1379541794
805	0.1378327706
806	0.1377104119
807	0.1374272057
808	0.1372321672
809	0.1371542621
810	0.1371041969
811	0.1370054382
812	0.1368621955
813	0.1366721272
814	0.1364709853
815	0.1363791813
816	0.1362095619
817	0.1360240663
818	0.1358862667
819	0.1356899873
820	0.1355773844
821	0.1354590265
822	0.1353252647
823	0.1351769974
824	0.1350366081
825	0.134908873
826	0.1348109302
827	0.1347133346
828	0.1344795586
829	0.1343494191
830	0.1342090785
831	0.134024603
832	0.1339201216
833	0.1336775843
834	0.1334833768
835	0.1333921304
836	0.1332287797
837	0.1331378889
838	0.1329661988
839	0.1328721651
840	0.1327267289
841	0.1325817455
842	0.1324585591
843	0.1323338406
